;r1;r2;r3;r4;r5;r6;time;datetime;curr1;curr2;curr3;curr4;curr5;curr6
0;-7428;-4442;0;-2759;-13535;19795;25,832933;2025-09-16 09:44:41.761446;;;;;;
0;-10187;27670;0;-15381;-3054;-27709;31,820762;2025-09-16 09:44:47.748268;0,0;0,0;0,0;0,0;0,0;0,0
0;-14961;-8093;0;21899;-31156;6259;31,850755;2025-09-16 09:44:47.778173;0,0;0,0;0,0;0,0;0,0;0,0
0;-9661;7488;0;4455;9262;8071;31,880751;2025-09-16 09:44:47.808265;0,0;0,0;0,0;0,0;0,0;0,0
0;-14403;-8093;0;21899;-31156;5958;31,911565;2025-09-16 09:44:47.838068;0,0;0,0;0,0;0,0;0,0;0,0
0;-11336;5842;0;5057;11216;7169;31,941562;2025-09-16 09:44:47.868065;0,0;0,0;0,0;0,0;0,0;0,0
0;-13845;-7682;0;22200;-30504;5958;31,97256;2025-09-16 09:44:47.899063;0,0;0,0;0,0;0,0;0,0;0,0
0;-12453;5842;0;5357;11867;6568;32,004377;2025-09-16 09:44:47.931872;0,0;0,0;0,0;0,0;0,0;0,0
0;-13286;-7271;0;22200;-30504;5658;32,035379;2025-09-16 09:44:47.961882;0,0;0,0;0,0;0,0;0,0;0,0
0;-15803;3785;0;6259;13821;5967;32,066381;2025-09-16 09:44:47.992884;0,0;0,0;0,0;0,0;0,0;0,0
0;-16361;3374;0;6560;14472;5366;32,101192;2025-09-16 09:44:48.027695;0,0;0,0;0,0;0,0;0,0;0,0
0;-12170;-6859;0;22200;-29853;5658;32,131198;2025-09-16 09:44:48.057701;0,0;0,0;0,0;0,0;0,0;0,0
0;-18594;1728;0;7462;17078;4464;32,161196;2025-09-16 09:44:48.087699;0,0;0,0;0,0;0,0;0,0;0,0
0;-12170;-6859;0;22501;-29853;5658;32,191294;2025-09-16 09:44:48.117797;0,0;0,0;0,0;0,0;0,0;0,0
0;-20827;494;0;8063;17078;3862;32,22299;2025-09-16 09:44:48.150487;0,0;0,0;0,0;0,0;0,0;0,0
0;-11053;-6859;0;22501;-29202;5658;32,25399;2025-09-16 09:44:48.180493;0,0;0,0;0,0;0,0;0,0;0,0
0;-23060;-740;0;8965;19683;2660;32,285075;2025-09-16 09:44:48.211578;0,0;0,0;0,0;0,0;0,0;0,0
0;-11053;-6448;0;22501;-29853;5357;32,320772;2025-09-16 09:44:48.247275;0,0;0,0;0,0;0,0;0,0;0,0
0;-10495;-6036;0;22200;-29202;5057;32,350774;2025-09-16 09:44:48.277277;0,0;0,0;0,0;0,0;0,0;0,0
0;-25293;-1563;0;9566;20986;1758;32,379785;2025-09-16 09:44:48.306288;0,0;0,0;0,0;0,0;0,0;0,0
0;-9937;-6448;0;22801;-28550;5057;32,411633;2025-09-16 09:44:48.339100;0,0;0,0;0,0;0,0;0,0;0,0
0;-27527;-2797;0;10167;22940;856;32,441614;2025-09-16 09:44:48.368117;0,0;0,0;0,0;0,0;0,0;0,0
0;-9937;-6448;0;22801;-28550;4756;32,472595;2025-09-16 09:44:48.399098;0,0;0,0;0,0;0,0;0,0;0,0
0;-28643;-4031;0;10468;23591;556;32,504411;2025-09-16 09:44:48.431906;0,0;0,0;0,0;0,0;0,0;0,0
0;-9937;-6036;0;22801;-27899;4756;32,535402;2025-09-16 09:44:48.461905;0,0;0,0;0,0;0,0;0,0;0,0
0;-30318;-4442;0;11069;24894;-46;32,566409;2025-09-16 09:44:48.492912;0,0;0,0;0,0;0,0;0,0;0,0
0;-31993;-5265;0;11971;25545;-647;32,598203;2025-09-16 09:44:48.525767;0,0;0,0;0,0;0,0;0,0;0,0
0;-8820;-6036;0;23102;-27899;4756;32,630203;2025-09-16 09:44:48.556706;0,0;0,0;0,0;0,0;0,0;0,0
0;32427;-6088;0;12271;27499;-1248;32,661208;2025-09-16 09:44:48.587711;0,0;0,0;0,0;0,0;0,0;0,0
0;-9378;-6036;0;23102;-27248;4455;32,691303;2025-09-16 09:44:48.617806;0,0;0,0;0,0;0,0;0,0;0,0
0;30752;-6910;0;12572;28150;-1849;32,723004;2025-09-16 09:44:48.650512;0,0;0,0;0,0;0,0;0,0;0,0
0;-8820;-5625;0;23403;-26596;4455;32,754008;2025-09-16 09:44:48.680511;0,0;0,0;0,0;0,0;0,0;0,0
0;30193;-7733;0;12873;29453;-2450;32,785105;2025-09-16 09:44:48.711608;0,0;0,0;0,0;0,0;0,0;0,0
0;-8262;-6036;0;23403;-27248;4455;32,820799;2025-09-16 09:44:48.747302;0,0;0,0;0,0;0,0;0,0;0,0
0;-8820;-6036;0;23403;-26596;4455;32,850792;2025-09-16 09:44:48.777295;0,0;0,0;0,0;0,0;0,0;0,0
0;-8820;-6036;0;23403;-26596;4455;32,880792;2025-09-16 09:44:48.807295;0,0;0,0;0,0;0,0;0,0;0,0
0;-8262;-6036;0;23403;-25945;4155;32,911586;2025-09-16 09:44:48.838089;0,0;0,0;0,0;0,0;0,0;0,0
0;25169;-10613;0;14676;32058;-3954;32,941579;2025-09-16 09:44:48.868082;0,0;0,0;0,0;0,0;0,0;0,0
0;-8820;-6036;0;23703;-25945;3854;32,972571;2025-09-16 09:44:48.900076;0,0;0,0;0,0;0,0;0,0;0,0
0;24611;-10613;0;14676;32710;-4254;33,004374;2025-09-16 09:44:48.930877;0,0;0,0;0,0;0,0;0,0;0,0
0;-8262;-6036;0;23703;-25294;3854;33,035374;2025-09-16 09:44:48.961877;0,0;0,0;0,0;0,0;0,0;0,0
0;24052;-11024;0;14676;32058;-3954;33,066362;2025-09-16 09:44:48.993877;0,0;0,0;0,0;0,0;0,0;0,0
0;23494;-11024;0;14977;-31524;-4855;33,101167;2025-09-16 09:44:49.027670;0,0;0,0;0,0;0,0;0,0;0,0
0;23494;-11024;0;14977;-31524;-4855;33,131161;2025-09-16 09:44:49.057664;0,0;0,0;0,0;0,0;0,0;0,0
0;21261;-12258;0;15879;-30872;-5457;33,161158;2025-09-16 09:44:49.088680;0,0;0,0;0,0;0,0;0,0;0,0
0;-8262;-6036;0;24304;-24642;3554;33,191259;2025-09-16 09:44:49.117762;0,0;0,0;0,0;0,0;0,0;0,0
0;-8262;-6036;0;24304;-24642;3554;33,222979;2025-09-16 09:44:49.150481;0,0;0,0;0,0;0,0;0,0;0,0
0;-7145;-6036;0;24004;-24642;3554;33,253976;2025-09-16 09:44:49.181480;0,0;0,0;0,0;0,0;0,0;0,0
0;19586;-13081;0;15879;-30221;-5757;33,285072;2025-09-16 09:44:49.211575;0,0;0,0;0,0;0,0;0,0;0,0
0;-6587;-5625;0;23703;-25294;3554;33,320752;2025-09-16 09:44:49.247255;0,0;0,0;0,0;0,0;0,0;0,0
0;-7704;-6448;0;24004;-24642;3554;33,35074;2025-09-16 09:44:49.277243;0,0;0,0;0,0;0,0;0,0;0,0
0;-7704;-6448;0;24004;-24642;3554;33,380745;2025-09-16 09:44:49.307248;0,0;0,0;0,0;0,0;0,0;0,0
0;-7145;-6036;0;23703;-25294;3554;33,41153;2025-09-16 09:44:49.338033;0,0;0,0;0,0;0,0;0,0;0,0
0;16236;-15138;0;17081;-27616;-7260;33,44154;2025-09-16 09:44:49.368043;0,0;0,0;0,0;0,0;0,0;0,0
0;16236;-15138;0;17081;-27616;-7260;33,472532;2025-09-16 09:44:49.400045;0,0;0,0;0,0;0,0;0,0;0,0
0;15120;-15549;0;17382;-26313;-7561;33,504305;2025-09-16 09:44:49.430808;0,0;0,0;0,0;0,0;0,0;0,0
0;-7145;-6036;0;24304;-23340;2952;33,535318;2025-09-16 09:44:49.462818;0,0;0,0;0,0;0,0;0,0;0,0
0;-7145;-6036;0;24304;-23340;2952;33,566313;2025-09-16 09:44:49.492816;0,0;0,0;0,0;0,0;0,0;0,0
0;14003;-15960;0;17682;-25662;-8162;33,601112;2025-09-16 09:44:49.527615;0,0;0,0;0,0;0,0;0,0;0,0
0;14003;-15960;0;17682;-25662;-8162;33,631108;2025-09-16 09:44:49.557611;0,0;0,0;0,0;0,0;0,0;0,0
0;12887;-16783;0;17983;-25662;-8162;33,661105;2025-09-16 09:44:49.588612;0,0;0,0;0,0;0,0;0,0;0,0
0;-6587;-6036;0;24304;-23340;2652;33,69122;2025-09-16 09:44:49.618717;0,0;0,0;0,0;0,0;0,0;0,0
0;-6587;-6036;0;24304;-23340;2652;33,725908;2025-09-16 09:44:49.652411;0,0;0,0;0,0;0,0;0,0;0,0
0;-6587;-6036;0;24304;-23340;2652;33,753906;2025-09-16 09:44:49.680409;0,0;0,0;0,0;0,0;0,0;0,0
0;10653;-18017;0;18284;-24359;-9064;33,785014;2025-09-16 09:44:49.711517;0,0;0,0;0,0;0,0;0,0;0,0
0;10653;-18017;0;18284;-24359;-9064;33,816707;2025-09-16 09:44:49.743210;0,0;0,0;0,0;0,0;0,0;0,0
0;-6587;-6036;0;24605;-22688;2351;33,851701;2025-09-16 09:44:49.778204;0,0;0,0;0,0;0,0;0,0;0,0
0;10095;-18017;0;18885;-23708;-9064;33,881714;2025-09-16 09:44:49.808217;0,0;0,0;0,0;0,0;0,0;0,0
0;-6029;-6036;0;24906;-22037;2351;33,911489;2025-09-16 09:44:49.837992;0,0;0,0;0,0;0,0;0,0;0,0
0;9537;-18840;0;18584;-23708;-9365;33,941204;2025-09-16 09:44:49.867707;0,0;0,0;0,0;0,0;0,0;0,0
0;9537;-18840;0;18584;-23708;-9365;33,972877;2025-09-16 09:44:49.899380;0,0;0,0;0,0;0,0;0,0;0,0
0;8420;-18840;0;18584;-23056;-9665;34,00366;2025-09-16 09:44:49.931167;0,0;0,0;0,0;0,0;0,0;0,0
0;-6587;-6448;0;25206;-20734;2050;34,035687;2025-09-16 09:44:49.963167;0,0;0,0;0,0;0,0;0,0;0,0
0;-6587;-6448;0;25206;-20734;2050;34,066681;2025-09-16 09:44:49.993184;0,0;0,0;0,0;0,0;0,0;0,0
0;8979;-18840;0;18284;-24359;-9365;34,101485;2025-09-16 09:44:50.027988;0,0;0,0;0,0;0,0;0,0;0,0
0;-6587;-6859;0;25507;-20083;1750;34,13148;2025-09-16 09:44:50.057983;0,0;0,0;0,0;0,0;0,0;0,0
0;8420;-18840;0;18584;-23708;-9365;34,161485;2025-09-16 09:44:50.087988;0,0;0,0;0,0;0,0;0,0;0,0
0;-7145;-7682;0;26108;-19432;1449;34,191578;2025-09-16 09:44:50.119079;0,0;0,0;0,0;0,0;0,0;0,0
0;7862;-19251;0;18885;-23056;-9665;34,223266;2025-09-16 09:44:50.149769;0,0;0,0;0,0;0,0;0,0;0,0
0;-7704;-7271;0;26108;-18780;848;34,254266;2025-09-16 09:44:50.180769;0,0;0,0;0,0;0,0;0,0;0,0
0;8979;-18017;0;17682;-25010;-8763;34,285271;2025-09-16 09:44:50.211774;0,0;0,0;0,0;0,0;0,0;0,0
0;8979;-18017;0;17682;-25010;-8763;34,321069;2025-09-16 09:44:50.248584;0,0;0,0;0,0;0,0;0,0;0,0
0;-8262;-8093;0;26409;-18129;547;34,350066;2025-09-16 09:44:50.276569;0,0;0,0;0,0;0,0;0,0;0,0
0;8979;-18840;0;17983;-25010;-9064;34,381074;2025-09-16 09:44:50.307577;0,0;0,0;0,0;0,0;0,0;0,0
0;-8820;-8505;0;26709;-17478;247;34,410857;2025-09-16 09:44:50.338371;0,0;0,0;0,0;0,0;0,0;0,0
0;8979;-18840;0;17983;-25010;-9064;34,441872;2025-09-16 09:44:50.369386;0,0;0,0;0,0;0,0;0,0;0,0
0;-8820;-8916;0;27010;-16175;247;34,472892;2025-09-16 09:44:50.400363;0,0;0,0;0,0;0,0;0,0;0,0
0;8979;-18017;0;17382;-26313;-8463;34,503663;2025-09-16 09:44:50.430166;0,0;0,0;0,0;0,0;0,0;0,0
0;-9378;-9739;0;27611;-15524;-54;34,535666;2025-09-16 09:44:50.463172;0,0;0,0;0,0;0,0;0,0;0,0
0;-9937;-9327;0;27311;-15524;-354;34,56667;2025-09-16 09:44:50.493173;0,0;0,0;0,0;0,0;0,0;0,0
0;10095;-17195;0;16781;-27616;-7862;34,601348;2025-09-16 09:44:50.527851;0,0;0,0;0,0;0,0;0,0;0,0
0;-9378;-9327;0;27611;-14872;-354;34,631461;2025-09-16 09:44:50.557964;0,0;0,0;0,0;0,0;0,0;0,0
0;11212;-16372;0;16179;-28918;-6960;34,661449;2025-09-16 09:44:50.587952;0,0;0,0;0,0;0,0;0,0;0,0
0;-10495;-10150;0;28212;-14221;-655;34,691555;2025-09-16 09:44:50.619066;0,0;0,0;0,0;0,0;0,0;0,0
0;11770;-15960;0;15879;-29570;-6659;34,726256;2025-09-16 09:44:50.652759;0,0;0,0;0,0;0,0;0,0;0,0
0;12887;-15138;0;15578;-30221;-6659;34,754248;2025-09-16 09:44:50.680751;0,0;0,0;0,0;0,0;0,0;0,0
0;12328;-15549;0;15278;-30221;-6659;34,785242;2025-09-16 09:44:50.711745;0,0;0,0;0,0;0,0;0,0;0,0
0;-11612;-10150;0;28513;-13570;-655;34,821049;2025-09-16 09:44:50.747552;0,0;0,0;0,0;0,0;0,0;0,0
0;-12170;-11384;0;28814;-11616;-1557;34,851022;2025-09-16 09:44:50.777525;0,0;0,0;0,0;0,0;0,0;0,0
0;14003;-14726;0;14676;-31524;-6058;34,881025;2025-09-16 09:44:50.807528;0,0;0,0;0,0;0,0;0,0;0,0
0;-12728;-11796;0;29415;-10313;-2158;34,910833;2025-09-16 09:44:50.838355;0,0;0,0;0,0;0,0;0,0;0,0
0;14561;-13904;0;14075;32058;-5156;34,94182;2025-09-16 09:44:50.868323;0,0;0,0;0,0;0,0;0,0;0,0
0;-13845;-12618;0;29715;-9662;-2459;34,972822;2025-09-16 09:44:50.899325;0,0;0,0;0,0;0,0;0,0;0,0
0;15120;-13492;0;13774;32058;-4855;35,003616;2025-09-16 09:44:50.930119;0,0;0,0;0,0;0,0;0,0;0,0
0;-14403;-12618;0;30016;-9010;-2759;35,035618;2025-09-16 09:44:50.962121;0,0;0,0;0,0;0,0;0,0;0,0
0;17353;-11847;0;12271;28802;-3352;35,066594;2025-09-16 09:44:50.994113;0,0;0,0;0,0;0,0;0,0;0,0
0;17353;-11847;0;12271;28802;-3352;35,101688;2025-09-16 09:44:51.029192;0,0;0,0;0,0;0,0;0,0;0,0
0;-14961;-13030;0;30016;-8359;-3060;35,1304;2025-09-16 09:44:51.056903;0,0;0,0;0,0;0,0;0,0;0,0
0;17911;-11435;0;12271;28150;-3653;35,161392;2025-09-16 09:44:51.087895;0,0;0,0;0,0;0,0;0,0;0,0
0;-15520;-13441;0;30617;-7708;-3361;35,191489;2025-09-16 09:44:51.117992;0,0;0,0;0,0;0,0;0,0;0,0
0;19028;-11024;0;11971;27499;-3052;35,223174;2025-09-16 09:44:51.150687;0,0;0,0;0,0;0,0;0,0;0,0
0;-16078;-14264;0;30918;-6405;-3661;35,254186;2025-09-16 09:44:51.181686;0,0;0,0;0,0;0,0;0,0;0,0
0;19586;-10201;0;11370;25545;-2450;35,285184;2025-09-16 09:44:51.212711;0,0;0,0;0,0;0,0;0,0;0,0
0;-17194;-14675;0;31219;-5754;-3962;35,321005;2025-09-16 09:44:51.247508;0,0;0,0;0,0;0,0;0,0;0,0
0;-17194;-14675;0;31219;-5754;-3962;35,350977;2025-09-16 09:44:51.277480;0,0;0,0;0,0;0,0;0,0;0,0
0;21819;-8556;0;10167;23591;-1248;35,380974;2025-09-16 09:44:51.307477;0,0;0,0;0,0;0,0;0,0;0,0
0;-18869;-15909;0;32120;-3148;-5164;35,410779;2025-09-16 09:44:51.337282;0,0;0,0;0,0;0,0;0,0;0,0
0;-18869;-15909;0;32120;-3148;-5164;35,441781;2025-09-16 09:44:51.368284;0,0;0,0;0,0;0,0;0,0;0,0
0;-19428;-16321;0;32722;-2497;-5465;35,472769;2025-09-16 09:44:51.399272;0,0;0,0;0,0;0,0;0,0;0,0
0;25727;-5676;0;8063;19032;856;35,50389;2025-09-16 09:44:51.430997;0,0;0,0;0,0;0,0;0,0;0,0
0;-19428;-16732;0;32722;-2497;-5465;35,53559;2025-09-16 09:44:51.463087;0,0;0,0;0,0;0,0;0,0;0,0
0;27960;-4442;0;6860;16426;2359;35,566512;2025-09-16 09:44:51.494011;0,0;0,0;0,0;0,0;0,0;0,0
0;27960;-4442;0;6860;16426;2359;35,601625;2025-09-16 09:44:51.529128;0,0;0,0;0,0;0,0;0,0;0,0
0;-24452;-19612;0;-30710;3365;-7569;35,631323;2025-09-16 09:44:51.557826;0,0;0,0;0,0;0,0;0,0;0,0
0;31310;-2385;0;5658;13170;3261;35,661303;2025-09-16 09:44:51.587806;0,0;0,0;0,0;0,0;0,0;0,0
0;31310;-2385;0;5658;13170;3261;35,691411;2025-09-16 09:44:51.617914;0,0;0,0;0,0;0,0;0,0;0,0
0;-32551;-740;0;4756;11216;4464;35,723105;2025-09-16 09:44:51.649608;0,0;0,0;0,0;0,0;0,0;0,0
0;-25569;-20434;0;-30410;4016;-8170;35,754112;2025-09-16 09:44:51.680615;0,0;0,0;0,0;0,0;0,0;0,0
0;-25569;-20434;0;-30410;4016;-8170;35,785112;2025-09-16 09:44:51.711615;0,0;0,0;0,0;0,0;0,0;0,0
0;-25569;-20846;0;-30109;4668;-7870;35,820896;2025-09-16 09:44:51.747399;0,0;0,0;0,0;0,0;0,0;0,0
0;-25569;-20846;0;-30109;4668;-7870;35,8509;2025-09-16 09:44:51.777403;0,0;0,0;0,0;0,0;0,0;0,0
0;-27527;2140;0;2652;6656;6869;35,880898;2025-09-16 09:44:51.807401;0,0;0,0;0,0;0,0;0,0;0,0
0;-27244;-22080;0;-29207;6622;-8772;35,911675;2025-09-16 09:44:51.838178;0,0;0,0;0,0;0,0;0,0;0,0
0;-27244;-22080;0;-29207;6622;-8772;35,941682;2025-09-16 09:44:51.869177;0,0;0,0;0,0;0,0;0,0;0,0
0;-30035;-24137;0;-28305;9227;-9974;35,972684;2025-09-16 09:44:51.899187;0,0;0,0;0,0;0,0;0,0;0,0
0;-24735;3785;0;1449;4051;7770;36,003783;2025-09-16 09:44:51.930286;0,0;0,0;0,0;0,0;0,0;0,0
0;-24735;3785;0;1449;4051;7770;36,035471;2025-09-16 09:44:51.961974;0,0;0,0;0,0;0,0;0,0;0,0
0;-20269;7076;0;-655;-1811;10476;36,066473;2025-09-16 09:44:51.993972;0,0;0,0;0,0;0,0;0,0;0,0
0;-20269;6665;0;-655;143;10175;36,101577;2025-09-16 09:44:52.029071;0,0;0,0;0,0;0,0;0,0;0,0
0;32151;-25782;0;-27103;12484;-11177;36,131259;2025-09-16 09:44:52.057762;0,0;0,0;0,0;0,0;0,0;0,0
0;-16919;9133;0;-2459;-3765;11979;36,160261;2025-09-16 09:44:52.086764;0,0;0,0;0,0;0,0;0,0;0,0
0;-16919;9133;0;-2459;-3765;11979;36,191359;2025-09-16 09:44:52.117862;0,0;0,0;0,0;0,0;0,0;0,0
0;-15803;9544;0;-2759;-5068;12881;36,223065;2025-09-16 09:44:52.149568;0,0;0,0;0,0;0,0;0,0;0,0
0;29918;-27428;0;-26201;14438;-12078;36,255061;2025-09-16 09:44:52.181564;0,0;0,0;0,0;0,0;0,0;0,0
0;29918;-27428;0;-26201;14438;-12078;36,285069;2025-09-16 09:44:52.211572;0,0;0,0;0,0;0,0;0,0;0,0
0;28802;-28250;0;-25600;15740;-12379;36,318885;2025-09-16 09:44:52.245388;0,0;0,0;0,0;0,0;0,0;0,0
0;27127;-29484;0;-24998;17694;-13582;36,350893;2025-09-16 09:44:52.277396;0,0;0,0;0,0;0,0;0,0;0,0
0;-9103;14069;0;-5766;-11581;15586;36,380885;2025-09-16 09:44:52.307388;0,0;0,0;0,0;0,0;0,0;0,0
0;26010;-29896;0;-24397;18997;-13882;36,411676;2025-09-16 09:44:52.338179;0,0;0,0;0,0;0,0;0,0;0,0
0;-6312;15715;0;-6968;-14186;16789;36,441664;2025-09-16 09:44:52.368167;0,0;0,0;0,0;0,0;0,0;0,0
0;24894;-31130;0;-23495;20951;-14784;36,472677;2025-09-16 09:44:52.399180;0,0;0,0;0,0;0,0;0,0;0,0
0;-4637;17360;0;-8170;-16792;17691;36,50377;2025-09-16 09:44:52.430273;0,0;0,0;0,0;0,0;0,0;0,0
0;-4637;17360;0;-8170;-16792;17691;36,535463;2025-09-16 09:44:52.461966;0,0;0,0;0,0;0,0;0,0;0,0
0;-171;19829;0;-9974;-20700;20096;36,56648;2025-09-16 09:44:52.493969;0,0;0,0;0,0;0,0;0,0;0,0
0;-171;19829;0;-9674;-20700;19795;36,597555;2025-09-16 09:44:52.525126;0,0;0,0;0,0;0,0;0,0;0,0
0;21544;32349;0;-22293;24208;-16287;36,631238;2025-09-16 09:44:52.558745;0,0;0,0;0,0;0,0;0,0;0,0
0;2621;21885;0;-11177;-23957;21298;36,661234;2025-09-16 09:44:52.587737;0,0;0,0;0,0;0,0;0,0;0,0
0;19311;31115;0;-21391;26162;-16888;36,69127;2025-09-16 09:44:52.617773;0,0;0,0;0,0;0,0;0,0;0,0
0;5971;23942;0;-12379;-26562;22801;36,723037;2025-09-16 09:44:52.649540;0,0;0,0;0,0;0,0;0,0;0,0
0;18194;30292;0;-21090;26813;-17189;36,754037;2025-09-16 09:44:52.680540;0,0;0,0;0,0;0,0;0,0;0,0
0;7645;24765;0;-13582;-29167;23402;36,785031;2025-09-16 09:44:52.711534;0,0;0,0;0,0;0,0;0,0;0,0
0;15961;28647;0;-20189;28767;-18091;36,816836;2025-09-16 09:44:52.743339;0,0;0,0;0,0;0,0;0,0;0,0
0;15961;28647;0;-20189;30070;-18391;36,848829;2025-09-16 09:44:52.775332;0,0;0,0;0,0;0,0;0,0;0,0
0;12112;28056;0;-15385;32461;25507;36,879847;2025-09-16 09:44:52.806350;0,0;0,0;0,0;0,0;0,0;0,0
0;13728;27001;0;-19287;31372;-18993;36,911637;2025-09-16 09:44:52.838140;0,0;0,0;0,0;0,0;0,0;0,0
0;15461;30113;0;-16888;28553;27310;36,941639;2025-09-16 09:44:52.868142;0,0;0,0;0,0;0,0;0,0;0,0
0;13170;26590;0;-18686;32675;-19293;36,97264;2025-09-16 09:44:52.899143;0,0;0,0;0,0;0,0;0,0;0,0
0;17136;31347;0;-18091;26599;28212;37,003725;2025-09-16 09:44:52.931224;0,0;0,0;0,0;0,0;0,0;0,0
0;12611;26179;0;-18686;32675;-19594;37,035504;2025-09-16 09:44:52.962976;0,0;0,0;0,0;0,0;0,0;0,0
0;19369;32581;0;-18993;24645;29715;37,066441;2025-09-16 09:44:52.993987;0,0;0,0;0,0;0,0;0,0;0,0
0;23836;-30075;0;-20195;20737;31218;37,101717;2025-09-16 09:44:53.029171;0,0;0,0;0,0;0,0;0,0;0,0
0;5912;22065;0;-15980;-26348;-21999;37,131481;2025-09-16 09:44:53.058983;0,0;0,0;0,0;0,0;0,0;0,0
0;25511;-28841;0;-21698;18783;32120;37,161406;2025-09-16 09:44:53.088897;0,0;0,0;0,0;0,0;0,0;0,0
0;5354;21654;0;-15679;-25045;-22600;37,191569;2025-09-16 09:44:53.118954;0,0;0,0;0,0;0,0;0,0;0,0
0;28302;-27196;0;-22600;16177;-31913;37,2234;2025-09-16 09:44:53.149903;0,0;0,0;0,0;0,0;0,0;0,0
0;4237;20831;0;-15379;-24394;-23201;37,254324;2025-09-16 09:44:53.181763;0,0;0,0;0,0;0,0;0,0;0,0
0;29977;-25962;0;-23802;14223;-30710;37,28635;2025-09-16 09:44:53.213831;0,0;0,0;0,0;0,0;0,0;0,0
0;29977;-25962;0;-23802;14223;-30710;37,31615;2025-09-16 09:44:53.243660;0,0;0,0;0,0;0,0;0,0;0,0
0;1446;18774;0;-14176;-21788;-24103;37,351151;2025-09-16 09:44:53.278796;0,0;0,0;0,0;0,0;0,0;0,0
0;-29976;-22671;0;-25907;8361;-28606;37,379155;2025-09-16 09:44:53.306646;0,0;0,0;0,0;0,0;0,0;0,0
0;-229;17951;0;-13575;-20486;-25005;37,410928;2025-09-16 09:44:53.338435;0,0;0,0;0,0;0,0;0,0;0,0
0;-26627;-20614;0;-27410;5105;-26802;37,441946;2025-09-16 09:44:53.368449;0,0;0,0;0,0;0,0;0,0;0,0
0;-1904;16717;0;-12673;-18532;-25606;37,472943;2025-09-16 09:44:53.400438;0,0;0,0;0,0;0,0;0,0;0,0
0;-23835;-18146;0;-28612;3151;-25900;37,504034;2025-09-16 09:44:53.431532;0,0;0,0;0,0;0,0;0,0;0,0
0;-3021;15895;0;-12673;-17880;-25907;37,535739;2025-09-16 09:44:53.462242;0,0;0,0;0,0;0,0;0,0;0,0
0;-21044;-16500;0;-29815;-106;-24397;37,566729;2025-09-16 09:44:53.493232;0,0;0,0;0,0;0,0;0,0;0,0
0;-17694;-14443;0;-31318;-3362;-22894;37,597828;2025-09-16 09:44:53.524331;0,0;0,0;0,0;0,0;0,0;0,0
0;-9162;12604;0;-10268;-12018;-28312;37,629533;2025-09-16 09:44:53.556036;0,0;0,0;0,0;0,0;0,0;0,0
0;-9162;12604;0;-10268;-12018;-28312;37,661532;2025-09-16 09:44:53.588035;0,0;0,0;0,0;0,0;0,0;0,0
0;-8045;13015;0;-10569;-13321;-27710;37,691545;2025-09-16 09:44:53.619052;0,0;0,0;0,0;0,0;0,0;0,0
0;-14344;-11975;0;32715;-7270;-20790;37,723341;2025-09-16 09:44:53.649844;0,0;0,0;0,0;0,0;0,0;0,0
0;-14344;-11975;0;32715;-7270;-20790;37,754338;2025-09-16 09:44:53.681856;0,0;0,0;0,0;0,0;0,0;0,0
0;-12111;-10330;0;31513;-9224;-19888;37,785343;2025-09-16 09:44:53.711846;0,0;0,0;0,0;0,0;0,0;0,0
0;-13070;8901;0;-8465;-8762;-29815;37,816169;2025-09-16 09:44:53.743678;0,0;0,0;0,0;0,0;0,0;0,0
0;-14186;8901;0;-8164;-7459;-30416;37,851169;2025-09-16 09:44:53.778701;0,0;0,0;0,0;0,0;0,0;0,0
0;-4295;-5805;0;28506;-16389;-16581;37,881168;2025-09-16 09:44:53.808672;0,0;0,0;0,0;0,0;0,0;0,0
0;-4295;-5805;0;28506;-16389;-16581;37,911273;2025-09-16 09:44:53.838376;0,0;0,0;0,0;0,0;0,0;0,0
0;-945;-3748;0;26703;-20297;-15078;37,941972;2025-09-16 09:44:53.868475;0,0;0,0;0,0;0,0;0,0;0,0
0;-18094;6022;0;-6962;-4202;-31618;37,97297;2025-09-16 09:44:53.899473;0,0;0,0;0,0;0,0;0,0;0,0
0;-18094;6022;0;-6962;-4202;-31618;38,004086;2025-09-16 09:44:53.930589;0,0;0,0;0,0;0,0;0,0;0,0
0;-19211;5199;0;-6360;-3551;-31618;38,035784;2025-09-16 09:44:53.962287;0,0;0,0;0,0;0,0;0,0;0,0
0;4079;-457;0;24298;-25508;-12072;38,070785;2025-09-16 09:44:53.997288;0,0;0,0;0,0;0,0;0,0;0,0
0;7429;1600;0;23396;-27462;-11170;38,101615;2025-09-16 09:44:54.028118;0,0;0,0;0,0;0,0;0,0;0,0
0;-23677;2319;0;-4557;1008;31513;38,130987;2025-09-16 09:44:54.058495;0,0;0,0;0,0;0,0;0,0;0,0
0;-23677;2319;0;-4557;1008;31513;38,161067;2025-09-16 09:44:54.088491;0,0;0,0;0,0;0,0;0,0;0,0
0;-25352;1085;0;-3655;3614;30911;38,192074;2025-09-16 09:44:54.119510;0,0;0,0;0,0;0,0;0,0;0,0
0;13570;5302;0;20991;32212;-8164;38,222786;2025-09-16 09:44:54.150289;0,0;0,0;0,0;0,0;0,0;0,0
0;13570;5302;0;20991;32212;-8164;38,253773;2025-09-16 09:44:54.181286;0,0;0,0;0,0;0,0;0,0;0,0
0;15245;6536;0;19789;28956;-6962;38,285783;2025-09-16 09:44:54.212286;0,0;0,0;0,0;0,0;0,0;0,0
